"pmid","title","source","abstract","probs"
38398778,"Epigenetics in Knee Osteoarthritis: A 2020-2023 Update Systematic Review.","Life (Basel)","Osteoarthritis is a leading cause of disability in the world. The scientific literature highlights the critical importance of epigenetic regulatory effects, intertwined with biomechanical and biochemical peculiar conditions within each musculoskeletal district. While the contribution of genetic and epigenetic factors to knee OA is well-recognized, their precise role in disease management remains an area of active research. Such a field is particularly heterogeneous, calling for regular analysis and summarizing of the data that constantly emerge in the scientific literature, often sparse and scant of integration. The aim of this study was to systematically identify and synthesize all new evidence that emerged in human and animal model studies published between 2020 and 2023. This was necessary because, to the best of our knowledge, articles published before 2019 (and partly 2020) had already been included in systematic reviews that allowed to identify the ones concerning the knee joint. The review was carried out in accordance with Preferential Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Only peer-reviewed articles were considered for inclusion. A total of 40 studies were identified, showing promising results in terms either of biomarker identification, new insight in mechanism of action or potential therapeutic targets for knee OA. DNA methylation, histone modification and ncRNA were all mechanisms involved in epigenetic regulation of the knee. Most recent evidence suggests that epigenetics is a most promising field with the long-term goal of improving understanding and management of knee OA, but a variety of research approaches need greater consolidation.",1.43847688903895e-46
38371593,"NSD family proteins: Rising stars as therapeutic targets.","Cell Insight","Epigenetic modifications, including DNA methylation and histone post-translational modifications, intricately regulate gene expression patterns by influencing DNA accessibility and chromatin structure in higher organisms. These modifications are heritable, are independent of primary DNA sequences, undergo dynamic changes during development and differentiation, and are frequently disrupted in human diseases. The reversibility of epigenetic modifications makes them promising targets for therapeutic intervention and drugs targeting epigenetic regulators (e.g., tazemetostat, targeting the H3K27 methyltransferase EZH2) have been applied in clinical therapy for multiple cancers. The NSD family of H3K36 methyltransferase enzymes-including NSD1 (KMT3B), NSD2 (MMSET/WHSC1), and NSD3 (WHSC1L1)-are now receiving drug development attention, with the exciting advent of an NSD2 inhibitor (KTX-1001) advancing to Phase I clinical trials for relapsed or refractory multiple myeloma. NSD proteins recognize and catalyze methylation of histone lysine marks, thereby regulating chromatin integrity and gene expression. Multiple studies have implicated NSD proteins in human disease, noting impacts from translocations, aberrant expression, and various dysfunctional somatic mutations. Here, we review the biological functions of NSD proteins, epigenetic cooperation related to NSD proteins, and the accumulating evidence linking these proteins to developmental disorders and tumorigenesis, while additionally considering prospects for the development of innovative epigenetic therapies.© 2024 The Authors.",7.9122723355388e-47
38187539,"Age, Sex and Alzheimer's disease: A longitudinal study of 3xTg-AD mice reveals sex-specific disease trajectories and inflammatory responses mirrored in postmortem brains from Alzheimer's patients.","bioRxiv","Aging and sex are major risk factors for developing late-onset Alzheimer's disease. Compared to men, women are not only nearly twice as likely to develop Alzheimer's, but they also experience worse neuropathological burden and cognitive decline despite living longer with the disease. It remains unclear how and when sex differences in biological aging emerge and contribute to Alzheimer's disease pathogenesis. We hypothesized that these differences lead to distinct pathological and molecular Alzheimer's disease signatures in males and females, which could be harnessed for therapeutic and biomarker development.We aged male and female, 3xTg-AD and B6129 (WT) control mice across their respective lifespans while longitudinally collecting brain, liver, spleen, and plasma samples (n=3-8 mice per sex, strain, and age group). We performed histological analyses on all tissues and assessed neuropathological hallmarks of Alzheimer's disease, markers of hepatic inflammation, as well as splenic mass and morphology. Additionally, we measured concentrations of cytokines, chemokines, and growth factors in the plasma. We conducted RNA sequencing (RNA-Seq) analysis on bulk brain tissue and examined differentially expressed genes (DEGs) between 3xTg-AD and WT samples and across ages in each sex. We also examined DEGs between clinical Alzheimer's and control parahippocampal gyrus brain tissue samples from the Mount Sinai Brain Bank (MSBB) study in each sex.3xTg-AD females significantly outlived 3xTg-AD males and exhibited progressive Alzheimer's neuropathology, while 3xTg-AD males demonstrated progressive hepatic inflammation, splenomegaly, circulating inflammatory proteins, and next to no Alzheimer's neuropathological hallmarks. Instead, 3xTg-AD males experienced an accelerated upregulation of immune-related gene expression in the brain relative to females, further suggesting distinct inflammatory disease trajectories between the sexes. Clinical investigations revealed that 3xTg-AD brain aging phenotypes are not an artifact of the animal model, and individuals with Alzheimer's disease develop similar sex-specific alterations in canonical pathways related to neuronal signaling and immune function. Interestingly, we observed greater upregulation of complement-related gene expression, and lipopolysaccharide (LPS) was predicted as the top upstream regulator of DEGs in diseased males of both species.Our data demonstrate that chronic inflammation and complement activation are associated with increased mortality, revealing that age-related changes in immune response act as a primary driver of sex differences in Alzheimer's disease trajectories. We propose a model of disease pathogenesis in 3xTg-AD males in which aging and transgene-driven disease progression trigger an inflammatory response, mimicking the effects of LPS stimulation despite the absence of infection.",7.13160134332171e-47
38322540,"[Research Progress in the Effect of Exercise Intervention on Sleep Disorders and the Mechanisms Involved].","Sichuan Da Xue Xue Bao Yi Xue Ban","Sleep disorders, a common concern in modern society, seriously affect people's physical and mental health. Reported findings suggest that both acute exercise intervention and long-term regular exercise intervention can improve the disrupted sleep structure and normalize the duration and proportion of the different phases of sleep. Moreover, exercise intervention has a positive effect on the endocrine functions, the metabolic functions, the immune response, the autonomic nervous system, and cardiac functions during sleep. It is a non-medicative therapeutic strategy for improving sleep disorders. The specific type of exercise intervention (aerobic exercise, resistance exercise, or meditative movement) adopted is one of the moderating variables of exercise intervention programs. Different types of exercise improve sleep disorders by way of different mechanisms. Exercise volume and intensity are another moderating variable of exercise intervention programs. The optimal amount and intensity of exercise for different individuals to improve sleep disorders may vary. Exercise interventions implemented at the different times throughout a day can also have varying degrees of impact on sleep disorders and there is no consensus on the optimal exercise time for improving sleep quality at present. Herein, we summarized the mechanisms by which exercise intervention improves sleep disorders from four perspectives, including epigenetics, hyperarousal, human circadian rhythm, and body temperature regulation. In addition, we discussed the current gaps and prospects of research in this field, aiming to provide a theoretical basis for the development of exercise prescriptions for sleep disorders.© 2024《四川大学学报（医学版）》编辑部 版权所有Copyright ©2024 Editorial Board of Journal of Sichuan University (Medical Sciences).",6.58923357883801e-47
38322570,"Pan-analysis reveals CACYBP to be a novel prognostic and predictive marker for multiple cancers.","Am J Transl Res","Cancer has emerged as a global issue in terms of public health care and treatment. The significance of calcyclin binding protein (CACYBP) in various neoplasms suggests that it may serve as a novel biomarker for numerous types of human tumors.Our research investigated the differences inCACYBPexpression between cancer tissues and normal tissues using a total of 18,787 samples from multiple centers. To explore the prognostic factor ofCACYBPin cancers, we utilized Cox regression analysis and Kaplan-Meier curves. We also conducted Spearman's rank correlation analyses to determine the associations ofCACYBPexpression with the immune microenvironment, etc. Additionally, we applied gene set enrichment analysis to explore the underlying mechanisms ofCACYBPin cancers. A partial validation of CacyBP expression in cancer tissues was performed through lung adenocarcinoma samples using Western blotting and pairedt-test.Compared to normal tissues,CACYBPexhibited high expression levels in 14 cancer types, including breast invasive carcinoma, and low expression levels in six cancers, including glioblastoma multiforme (P< 0.05).CACYBPexpression was found to be significantly associated with the prognosis of 13 cancers, including adrenocortical carcinoma (P< 0.05).CACYBPdemonstrated a robust ability to distinguish 15 cancers, including cholangiocarcinoma, from their control samples (area under the curve > 0.8). Furthermore,CACYBPexpression was correlated with tumor mutational burden, microsatellite instability, and immune infiltration levels, indicating its potential as an exciting target for cancer treatment.CACYBPmay exert its effects on several signaling pathways, including cytokine-cytokine receptor interaction, in various cancers. Compared with paired adjacent specimens, the expression level of CacyBP protein was up-regulated in lung adenocarcinoma specimens (P< 0.05), partially validating the increased expression ofCACYBPin cancers.CACYBPhas the potential to serve as a novel prognostic and predictive marker for multiple human cancers.AJTR Copyright © 2024.",5.11514839959026e-47
38168182,"Cell-type specific molecular signatures of aging revealed in a brain-wide transcriptomic cell-type atlas.","bioRxiv","Biological aging can be defined as a gradual loss of homeostasis across various aspects of molecular and cellular function. Aging is a complex and dynamic process which influences distinct cell types in a myriad of ways. The cellular architecture of the mammalian brain is heterogeneous and diverse, making it challenging to identify precise areas and cell types of the brain that are more susceptible to aging than others. Here, we present a high-resolution single-cell RNA sequencing dataset containing ~1.2 million high-quality single-cell transcriptomic profiles of brain cells from young adult and aged mice across both sexes, including areas spanning the forebrain, midbrain, and hindbrain. We find age-associated gene expression signatures across nearly all 130+ neuronal and non-neuronal cell subclasses we identified. We detect the greatest gene expression changes in non-neuronal cell types, suggesting that different cell types in the brain vary in their susceptibility to aging. We identify specific, age-enriched clusters within specific glial, vascular, and immune cell types from both cortical and subcortical regions of the brain, and specific gene expression changes associated with cell senescence, inflammation, decrease in new myelination, and decreased vasculature integrity. We also identify genes with expression changes across multiple cell subclasses, pointing to certain mechanisms of aging that may occur across wide regions or broad cell types of the brain. Finally, we discover the greatest gene expression changes in cell types localized to the third ventricle of the hypothalamus, including tanycytes, ependymal cells, andTbx3+ neurons found in the arcuate nucleus that are part of the neuronal circuits regulating food intake and energy homeostasis. These findings suggest that the area surrounding the third ventricle in the hypothalamus may be a hub for aging in the mouse brain. Overall, we reveal a dynamic landscape of cell-type-specific transcriptomic changes in the brain associated with normal aging that will serve as a foundation for the investigation of functional changes in the aging process and the interaction of aging and diseases.",4.23321714595735e-47
38308315,"Brain injury drives optic glioma formation through neuron-glia signaling.","Acta Neuropathol Commun","Tissue injury and tumorigenesis share many cellular and molecular features, including immune cell (T cells, monocytes) infiltration and inflammatory factor (cytokines, chemokines) elaboration. Their common pathobiology raises the intriguing possibility that brain injury could create a tissue microenvironment permissive for tumor formation. Leveraging several murine models of the Neurofibromatosis type 1 (NF1) cancer predisposition syndrome and two experimental methods of brain injury, we demonstrate that both optic nerve crush and diffuse traumatic brain injury induce optic glioma (OPG) formation in mice harboring Nf1-deficient preneoplastic progenitors. We further elucidate the underlying molecular and cellular mechanisms, whereby glutamate released from damaged neurons stimulates IL-1β release by oligodendrocytes to induce microglia expression of Ccl5, a growth factor critical for Nf1-OPG formation. Interruption of this cellular circuit using glutamate receptor, IL-1β or Ccl5 inhibitors abrogates injury-induced glioma progression, thus establishing a causative relationship between injury and tumorigenesis.© 2024. The Author(s).",4.13970594913171e-47
38186987,"5-azacytidine inhibits Sox2 promoter methylation during the induction of Thy-1(+)Lin(-) cells into hepatocytes.","Am J Transl Res","To investigate the changes and functions of Sox2 gene expression and promoter methylation during induced differentiation of bone marrow mesenchymal stem cells (BMSCs) into hepatocytes (HCs).Rat bone marrow Thy-1+Lin-cells were prepared and divided into control group (directed induction of differentiation into HCs) and experimental group (5-azacytidine intervention induced differentiation). The mRNA expression levels of ALB and Sox2 were detected by fluorescence quantitative polymerase chain reaction (PCR), and the Sox2 gene promoter methylation level was determined by Bisulfite sequencing PCR (BSP).Sox mRNA expression level was significantly increased in experimental group compared to the control group at 0, 7, and 14 days, respectively (all P<0.05). The Sox2 promoter methylation level was gradually increased after 0, 7 and 14 days induction in both groups, accompanied by an increase in methylated loci (all P<0.05). Statistical significance was present in CpG methylated loci between groups (all P<0.05).The expression of Sox2 gene increased first and then decreased in the process of inducing rat BMSCs into stem cells, and the methylation level of CpG loci in the promoter region changed dynamically, with an increased overall methylation level. After 5-aza treatment, the Sox2 promoter was in a non-methylated state, and its mRNA expression increased, which hindered the cell differentiation.AJTR Copyright © 2023.",3.65465350570936e-47
38240694,"Genome-Wide CRISPR/Cas9 Screening Unveils a Novel Target ATF7IP-SETDB1 Complex for Enhancing Difficult-to-Express Protein Production.","ACS Synth Biol","With the emerging novel biotherapeutics that are typically difficult-to-express (DTE), improvement is required for high-yield production. To identify novel targets that can enhance DTE protein production, we performed genome-wide fluorescence-activated cell sorting (FACS)-based clustered regularly interspaced short palindromic repeats (CRISPR) knockout screening in bispecific antibody (bsAb)-producing Chinese hamster ovary (CHO) cells. The screen identified the two highest-scoring genes,Atf7ipandSetdb1, which are the binding partners for H3K9me3-mediated transcriptional repression. The ATF7IP-SETDB1 complex knockout in bsAb-producing CHO cells suppressed cell growth but enhanced productivity by up to 2.7-fold. Decreased H3K9me3 levels and an increased transcriptional expression level of the transgene were also observed. Furthermore, perturbation of the ATF7IP-SETDB1 complex in monoclonal antibody (mAb)-producing CHO cells led to substantial improvements in mAb production, increasing the productivity by up to 3.9-fold without affecting the product quality. Taken together, the genome-wide FACS-based CRISPR screen identified promising targets associated with histone methylation, whose perturbation enhanced the productivity by unlocking the transgene expression.",3.64183753840429e-47
38332988,"A novel dilated contextual attention module for breast cancer mitosis cell detection.","Front Physiol","Background and object:Mitotic count (MC) is a critical histological parameter for accurately assessing the degree of invasiveness in breast cancer, holding significant clinical value for cancer treatment and prognosis. However, accurately identifying mitotic cells poses a challenge due to their morphological and size diversity.Objective:We propose a novel end-to-end deep-learning method for identifying mitotic cells in breast cancer pathological images, with the aim of enhancing the performance of recognizing mitotic cells.Methods:We introduced the Dilated Cascading Network (DilCasNet) composed of detection and classification stages. To enhance the model's ability to capture distant feature dependencies in mitotic cells, we devised a novel Dilated Contextual Attention Module (DiCoA) that utilizes sparse global attention during the detection. For reclassifying mitotic cell areas localized in the detection stage, we integrate the EfficientNet-B7 and VGG16 pre-trained models (InPreMo) in the classification step.Results:Based on the canine mammary carcinoma (CMC) mitosis dataset, DilCasNet demonstrates superior overall performance compared to the benchmark model. The specific metrics of the model's performance are as follows: F1 score of 82.9%, Precision of 82.6%, and Recall of 83.2%. With the incorporation of the DiCoA attention module, the model exhibited an improvement of over 3.5% in the F1 during the detection stage.Conclusion:The DilCasNet achieved a favorable detection performance of mitotic cells in breast cancer and provides a solution for detecting mitotic cells in pathological images of other cancers.Copyright © 2024 Li, Li, Wu, Lyu, Tang, Zhou, Xu, Luo, Jiang, Liu and Xiang.",2.79240104153146e-47
38315854,"Phase separation of YAP-MAML2 differentially regulates the transcriptome.","Proc Natl Acad Sci U S A","Phase separation (PS) drives the formation of biomolecular condensates that are emerging biological structures involved in diverse cellular processes. Recent studies have unveiled PS-induced formation of several transcriptional factor (TF) condensates that are transcriptionally active, but how strongly PS promotes gene activation remains unclear. Here, we show that the oncogenic TF fusion Yes-associated protein 1-Mastermind like transcriptional coactivator 2 (YAP-MAML2) undergoes PS and forms liquid-like condensates that bear the hallmarks of transcriptional activity. Furthermore, we examined the contribution of PS to YAP-MAML2-mediated gene expression by developing a chemogenetic tool that dissolves TF condensates, allowing us to compare phase-separated and non-phase-separated conditions at identical YAP-MAML2 protein levels. We found that a small fraction of YAP-MAML2-regulated genes is further affected by PS, which include the canonical YAP target genesCTGFandCYR61, and other oncogenes. On the other hand, majority of YAP-MAML2-regulated genes are not affected by PS, highlighting that transcription can be activated effectively by diffuse complexes of TFs with the transcriptional machinery. Our work opens new directions in understanding the role of PS in selective modulation of gene expression, suggesting differential roles of PS in biological processes.",2.42601976193748e-47
38232730,"Neuronal MAPT expression is mediated by long-range interactions with cis-regulatory elements.","Am J Hum Genet","Tauopathies are a group of neurodegenerative diseases defined by abnormal aggregates of tau, a microtubule-associated protein encoded by MAPT. MAPT expression is near absent in neural progenitor cells (NPCs) and increases during differentiation. This temporally dynamic expression pattern suggests that MAPT expression could be controlled by transcription factors and cis-regulatory elements specific to differentiated cell types. Given the relevance of MAPT expression to neurodegeneration pathogenesis, identification of such elements is relevant to understanding disease risk and pathogenesis. Here, we performed chromatin conformation assays (HiC & Capture-C), single-nucleus multiomics (RNA-seq+ATAC-seq), bulk ATAC-seq, and ChIP-seq for H3K27ac and CTCF in NPCs and differentiated neurons to nominate candidate cis-regulatory elements (cCREs). We assayed these cCREs using luciferase assays and CRISPR interference (CRISPRi) experiments to measure their effects on MAPT expression. Finally, we integrated cCRE annotations into an analysis of genetic variation in neurodegeneration-affected individuals and control subjects. We identified both proximal and distal regulatory elements for MAPT and confirmed the regulatory function for several regions, including three regions centromeric to MAPT beyond the H1/H2 haplotype inversion breakpoint. We also found that rare and predicted damaging genetic variation in nominated CREs was nominally depleted in dementia-affected individuals relative to control subjects, consistent with the hypothesis that variants that disrupt MAPT enhancer activity, and thereby reduced MAPT expression, may be protective against neurodegenerative disease. Overall, this study provides compelling evidence for pursuing detailed knowledge of CREs for genes of interest to permit better understanding of disease risk.Copyright © 2023 American Society of Human Genetics. Published by Elsevier Inc. All rights reserved.",2.24350281674868e-47
38404730,"The use of artificial intelligence in the treatment of rare diseases: A scoping review.","Intractable Rare Dis Res","With the increasing application of artificial intelligence (AI) in medicine and healthcare, AI technologies have the potential to improve the diagnosis, treatment, and prognosis of rare diseases. Presently, existing research predominantly focuses on the areas of diagnosis and prognosis, with relatively fewer studies dedicated to the domain of treatment. The purpose of this review is to systematically analyze the existing literature on the application of AI in the treatment of rare diseases. We searched three databases for related studies, and established criteria for the selection of retrieved articles. From the 407 unique articles identified across the three databases, 13 articles from 8 countries were selected, which investigated 10 different rare diseases. The most frequently studied rare disease group was rare neurologic diseases (n= 5/13, 38.46%). Among the four identified therapeutic domains, 7 articles (53.85%) focused on drug research, with 5 specifically focused on drug discovery (drug repurposing, the discovery of drug targets and small-molecule inhibitors), 1 on pre-clinical studies (drug interactions), and 1 on clinical studies (information strength assessment of clinical parameters). Across the selected 13 articles, we identified total 32 different algorithms, with random forest (RF) being the most commonly used (n= 4/32, 12.50%). The predominant purpose of AI in the treatment of rare diseases in these articles was to enhance the performance of analytical tasks (53.33%). The most common data source was database data (35.29%), with 5 of these studies being in the field of drug research, utilizing classic databases such as RCSB, PDB and NCBI. Additionally, 47.37% of the articles highlighted the existing challenge of data scarcity or small sample sizes.2024, International Research and Cooperation Association for Bio & Socio - Sciences Advancement.",1.82533066131114e-47
38254153,"The predictive value of BTG1 for the response of newly diagnosed acute myeloid leukemia to decitabine.","Clin Epigenetics","Decitabine has been widely used to treat acute myeloid leukemia (AML); however as AML is a heterogeneous disease, not all patients benefit from decitabine. This study aimed to identify markers for predicting the response to decitabine.An intersection of in vitro experiments and bioinformatics was performed using a combination of epigenetic and transcriptomic analysis. A tumor-suppressor gene associated with methylation and the response to decitabine was screened. Then the sensitivity and specificity of this marker in predicting the response to decitabine was confirmed in 54 samples from newly diagnosed AML patients treated with decitabine plus IA regimen in a clinical trial (ChiCTR2000037928).In vitro experiments showed that decitabine caused hypomethylation and upregulation of BTG1, while downregulation of BTG1 attenuated the inhibitory effect of decitabine. In newly diagnosed AML patients who received decitabine plus IA regimen, the predictive value of BTG1 to predict complete remission (CR) was assigned with a sensitivity of 86.7% and a specificity of 100.0% when BTG1 expression was < 0.292 (determined using real-time quantitative PCR), with area under the curve (AUC) = 0.933, P = 0.021. The predictive value of BTG1 to predict measurable residual disease (MRD) negativity was assigned with a sensitivity of 100.0% and a specificity of 80.0% when BTG1 expression was < 0.292 (AUC = 0.892, P = 0.012). Patients were divided into low and high BTG1 expression groups according to a cutoff of 0.292, and the CR rate of the low-expression group was significantly higher than that of the high-expression group (97.5% vs. 50%, P < 0.001).Low expression of BTG1 was associated with CR and MRD negativity in newly diagnosed AML patients treated with a decitabine-containing regimen, suggesting that BTG1 is a potential marker for predicting the response to decitabine in newly diagnosed AML.ChiCTR2000037928.© 2024. The Author(s).",1.60551566617914e-47
38206365,"Vivaria housing conditions expose sex differences in brain oxidation, microglial activation, and immune system states in aged hAPOE4 mice.","Exp Brain Res","Apolipoprotein E ε4 allele (APOE4) is the predominant genetic risk factor for late-onset Alzheimer's disease (AD). APOE4 mouse models have provided advances in the understanding of disease pathogenesis, but unaccounted variables like rodent housing status may hinder translational outcomes. Non-sterile aspects like food and bedding can be major sources of changes in rodent microflora. Alterations in intestinal microbial ecology can cause mucosal barrier impairment and increase pro-inflammatory signals. The present study examined the role of sterile and non-sterile food and housing on redox indicators and the immune status of humanized-APOE4 knock-in mice (hAPOe4). hAPOE4 mice were housed under sterile conditions until 22 months of age, followed by the transfer of a cohort of mice to non-sterile housing for 2 months. At 24 months of age, the redox/immunologic status was evaluated by flow cytometry/ELISA. hAPOE4 females housed under non-sterile conditions exhibited: (1) higher neuronal and microglial oxygen radical production and (2) lower CD68+microglia (brain) and CD8+T cells (periphery) compared to sterile-housed mice. In contrast, hAPOE4 males in non-sterile housing exhibited: (1) higher MHCII+microglia and CD11b+CD4+T cells (brain) and (2) higher CD11b+CD4+T cells and levels of lipopolysaccharide-binding protein and inflammatory cytokines in the periphery relative to sterile-housed mice. This study demonstrated that sterile vs. non-sterile housing conditions are associated with the activation of redox and immune responses in the brain and periphery in a sex-dependent manner. Therefore, housing status may contribute to variable outcomes in both the brain and periphery.© 2024. The Author(s).",1.52682553483338e-47
38172915,"Identification of a Notch transcriptomic signature for breast cancer.","Breast Cancer Res","Dysregulated Notch signalling contributes to breast cancer development and progression, but validated tools to measure the level of Notch signalling in breast cancer subtypes and in response to systemic therapy are largely lacking. A transcriptomic signature of Notch signalling would be warranted, for example to monitor the effects of future Notch-targeting therapies and to learn whether altered Notch signalling is an off-target effect of current breast cancer therapies. In this report, we have established such a classifier.To generate the signature, we first identified Notch-regulated genes from six basal-like breast cancer cell lines subjected to elevated or reduced Notch signalling by culturing on immobilized Notch ligand Jagged1 or blockade of Notch by γ-secretase inhibitors, respectively. From this cadre of Notch-regulated genes, we developed candidate transcriptomic signatures that were trained on a breast cancer patient dataset (the TCGA-BRCA cohort) and a broader breast cancer cell line cohort and sought to validate in independent datasets.An optimal 20-gene transcriptomic signature was selected. We validated the signature on two independent patient datasets (METABRIC and Oslo2), and it showed an improved coherence score and tumour specificity compared with previously published signatures. Furthermore, the signature score was particularly high for basal-like breast cancer, indicating an enhanced level of Notch signalling in this subtype. The signature score was increased after neoadjuvant treatment in the PROMIX and BEAUTY patient cohorts, and a lower signature score generally correlated with better clinical outcome.The 20-gene transcriptional signature will be a valuable tool to evaluate the response of future Notch-targeting therapies for breast cancer, to learn about potential effects on Notch signalling from conventional breast cancer therapies and to better stratify patients for therapy considerations.© 2024. The Author(s).",1.14461578824695e-47
38344556,"Artificial Intelligence in Genetics.","Cureus","The simulation of human intelligence in robots that are designed to think and learn like humans is known as artificial intelligence (AI). AI is creating a world that has never been seen before. By applying AI to do jobs that would otherwise take a long time, humans have the chance to improve our planet. AI has great potential in genetic engineering and gene therapy research. AI is a powerful tool for creating new hypotheses and helping with experimental techniques. From the previous data of a gene model, it can help in the detection of heredity and gene-related disorders. AI developments offer an excellent possibility for rational drug discovery and design, eventually impacting humanity. Drug development and discovery depend greatly on AI and machine learning (ML) technology. Genetics is not an exception to this trend, as ML and AI are expected to have an impact on nearly every aspect of the human experience. AI has significantly aided in the treatment of various biomedical conditions, including genetic disorders. In both basic and applied gene research, deep learning - a highly versatile branch of AI that enables autonomous feature extraction - is increasingly exploited. In this review, we cover a broad spectrum of current uses of AI in genetics. AI has enormous potential in the field of genetics, but its advancement in this area may be hampered in the future by a lack of knowledge about the accompanying difficulties that could mask any possible benefits for patients. This paper examines AI's potential significance in advancing precision genetic disease treatment, provides a peek at its use in genetic clinical care, examines a number of existing AI and ML uses in genetics, provides a clinician primer on critical aspects of these technologies, and makes predictions about AI's potential future applications in genetic illnesses.Copyright © 2024, Vilhekar et al.",9.63482181482756e-48
38309181,"Natural resistance-associated macrophage proteins are involved in tolerance to heavy metal Cd(2+) toxicity and resistance to bacterial wilt of peanut (Arachis hypogaea L.).","Plant Physiol Biochem","Peanut (Arachis hypogaea L.) is one of the most important oil and industrial crops. However, heavy-metal pollution and frequent soil diseases, poses a significant threat to the production of green and healthy peanuts. Herein, we investigated the effects of heavy metal Cd2+toxicity to the peanuts, and screened out two peanut cultivars H108 and YZ 9102 with higher Cd2+-tolerance. RNA-seq revealed that Natural resistance-associated macrophage proteins (NRAMP)-like genes were involved in the Cd2+stress tolerance in H108. Genome-wide identification revealed that 28, 13 and 9 Nramp-like genes existing in the A. hypogaea, A. duranensis and A. ipaensis, respectively. The 50 peanut NRAMP genes share conserved architectural characters, and they were classified into two groups. Expressions of AhNramps, particularly AhNramp4, AhNramp12, AhNramp19, and AhNramp25 could be greatly induced by not only cadmium toxicity, but also copper and zinc stresses. The expression profiles of AhNramp14, AhNramp16 and AhNramp25 showed significant differences in the H108 (resistance) and H107 (susceptible) under the infection of bacterial wilt. In addition, we found that the expression profiles of AhNramp14, AhNramp16, and AhNramp25 were greatly up- or down-regulated by the application of exogenous salicylic acid, methyl jasmonate, and abscisic acid. The AhNramp25, of which expression was affected by both heavy metal toxicity and bacterial wilt infection, were selected as strong candidate genes for peanut stress breeding. Our findings will provide an additional information required for further analysis of AhNramps involved in tolerance to heavy metal toxicity and resistance to bacterial wilt of peanut.Copyright © 2024 Elsevier Masson SAS. All rights reserved.",9.34492398295491e-48
38265576,"Mitochondria in Mesenchymal Stem Cells: Key to Fate Determination and Therapeutic Potential.","Stem Cell Rev Rep","Mesenchymal stem cells (MSCs) have become popular tool cells in the field of transformation and regenerative medicine due to their function of cell rescue and cell replacement. The dynamically changing mitochondria serve as an energy metabolism factory and signal transduction platform, adapting to different cell states and maintaining normal cell activities. Therefore, a clear understanding of the regulatory mechanism of mitochondria in MSCs is profit for more efficient clinical transformation of stem cells. This review highlights the cutting-edge knowledge regarding mitochondrial biology from the following aspects: mitochondrial morphological dynamics, energy metabolism and signal transduction. The manuscript mainly focuses on mitochondrial mechanistic insights in the whole life course of MSCs, as well as the potential roles played by mitochondria in MSCs treatment of transplantation, for seeking pivotal targets of stem cell fate regulation and stem cell therapy.© 2024. The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",9.3083684576694e-48
38192654,"Expression of small nucleolar RNA SNORA51 and its clinical significance in hepatocellular carcinoma.","Oncol Lett","Small nucleolar RNA H/ACA Box 51 (SNORA51) is involved in progression of multiple cancers. However, its role in hepatocellular carcinoma (HCC) is still unclear. The aim of the present study was to analyze the expression of SNORA51 in HCC and its clinical significance. A total of 136 patients with HCC who underwent surgery from January 1, 2016 to December 31, 2018 were included. The expression of SNORA51 in cancer tissues and adjacent tissues was compared using reverse transcription-quantitative PCR and bioinformatics methods. Methylation of the SNORA51 promoter in cancer and adjacent tissues was compared using bioinformatics. The relationship between SNORA51 expression levels and clinicopathological characteristics of patients with HCC, in addition to prognosis, was analyzed. The expression of SNORA51 in HCC was significantly higher compared with that in adjacent tissues (P<0.05). starBase demonstrated that higher expression levels of SNORA51 were associated with a significantly worse prognosis of patients with HCC compared with those who had lower expression levels of SNORA51 (P<0.05). Bioinformatics analysis using The University of Alabama at Birmingham Cancer Data Analysis Portal demonstrated that methylation of the SNORA51 promoter region in HCC was significantly decreased compared with adjacent tissues (P<0.05). A high expression of SNORA51 was significantly associated with portal vein tumor thrombus, vascular invasion and TNM stage (P<0.05). The median survival time of patients with high SNORA51 expression was significantly lower compared with those who had low SNORA51 expression (P<0.05). Both uni- and multivariate Cox regression analysis demonstrated that SNORA51 expression was an independent risk factor that significantly worsened the prognosis of patients with HCC (P<0.05). The overexpression of SNORA51 in patients with HCC was significantly associated with a poor prognosis and may be related to the reduced methylation of the SNORA51 promoter region. Therefore, SNORA51 may be a promising biomarker for prediction of the prognosis of patients with HCC and may be a therapeutic target for the treatment of HCC in future.Copyright © 2023, Spandidos Publications.",8.81687189108087e-48
