,Date,Category,Paper ID,Title,Journal,Summary,
Yes,20210510,ewas,33862401,Residential surrounding greenness and DNA methylation: An epigenome-wide association study.,Environ Int,"DNA methylation is a potential biological mechanism through which residential greenness affects health, but little is known about its association with greenness and whether the association could be modified by genetic background. We aimed to evaluate the association between surrounding greenness and genome-wide DNA methylation and potential gene-greenness interaction effects on DNA methylation.We measured blood-derived DNA methylation using the HumanMethylation450 BeadChip array (Illumina) for 479 Australian women, including 66 monozygotic, 66 dizygotic twin pairs, and 215 sisters of these twins. Surrounding greenness was represented by Normalized Difference Vegetation Index (NDVI) and Enhanced Vegetation Index (EVI) within 300, 500, 1000 or 2000 m surrounding participants' home addresses. For each cytosine-guanine dinucleotide (CpG), the associations between its methylation level and NDVI or EVI were evaluated by generalized estimating equations, after adjusting for age, education, marital status, area-level socioeconomic status, smoking behavior, cell-type proportions, and familial clustering. We used comb-p and DMRcate to identify significant differentially methylated regions (DMRs). For each significant CpG, we evaluated the interaction effects of greenness and single-nucleotide polymorphisms (SNPs) within ±1 Mb window on its methylation level.We found associations between surrounding greenness and blood DNA methylation for one CpG (cg04720477, mapped to the promoter region of CNP gene) with false discovery rate [FDR] < 0.05, and for another 9 CpGs with 0.05 ≤ FDR < 0.10. For two of these CpGs, we found 33 SNPs significantly (FDR < 0.05) modified the greenness-methylation association. There were 35 significant DMRs related to surrounding greenness that were identified by both comb-p (Sidak p-value < 0.01) and DMRcate (FDR < 0.01). Those CpGs and DMRs were mapped to genes related to many human diseases, such as mental health disorders and neoplasms as well as nutritional and metabolic diseases.Surrounding greenness was associated with blood DNA methylation of many loci across human genome, and this association could be modified by genetic variations.Copyright © 2021 The Author(s). Published by Elsevier Ltd.. All rights reserved.",
No,20210510,dnam age,33926538,"Associations of circulating folate, vitamin B12 and homocysteine concentrations in early pregnancy and cord blood with epigenetic gestational age: the Generation R Study.",Clin Epigenetics,"Circulating folate, vitamin B12 and homocysteine concentrations during fetal development have been associated with health outcomes in childhood. Changes in fetal DNA methylation may be an underlying mechanism. This may be reflected in altered epigenetic aging of the fetus, as compared to chronological aging. The difference between gestational age derived in clinical practice and gestational age predicted from neonatal DNA methylation data is referred to as gestational age acceleration. Differences in circulating folate, vitamin B12 and homocysteine concentrations during fetal development may be associated with gestational age acceleration.Up to 1346 newborns participating in the Generation R Study, a population-based prospective cohort study, had both cord blood DNA methylation data available and information on plasma folate, serum total and active B12 and plasma homocysteine concentrations, measured in early pregnancy and/or in cord blood. A subgroup of 380 newborns had mothers with optimal pregnancy dating based on a regular menstrual cycle and a known date of last menstrual period. For comparison, gestational age acceleration was calculated based the method of both Bohlin and Knight. In the total study population, which was more similar to Bohlin's training population, one standard deviation score (SDS) higher maternal plasma homocysteine concentrations was nominally associated with positive gestational age acceleration [0.07 weeks, 95% confidence interval (CI) 0.02, 0.13] by Bohlin's method. In the subgroup with pregnancy dating based on last menstrual period, the method that was also used in Knight's training population, one SDS higher cord serum total and active B12 concentrations were nominally associated with negative gestational age acceleration [(- 0.16 weeks, 95% CI - 0.30, - 0.02) and (- 0.15 weeks, 95% CI - 0.29, - 0.01), respectively] by Knight's method.We found some evidence to support associations of higher maternal plasma homocysteine concentrations with positive gestational age acceleration, suggesting faster epigenetic than clinical gestational aging. Cord serum vitamin B12 concentrations may be associated with negative gestational age acceleration, indicating slower epigenetic than clinical gestational aging. Future studies could examine whether altered fetal epigenetic aging underlies the associations of circulating homocysteine and vitamin B12 blood concentrations during fetal development with long-term health outcomes.",
No,20210510,meqtls,33931130,Genetic impacts on DNA methylation: research findings and future perspectives.,Genome Biol,"Multiple recent studies highlight that genetic variants can have strong impacts on a significant proportion of the human DNA methylome. Methylation quantitative trait loci, or meQTLs, allow for the exploration of biological mechanisms that underlie complex human phenotypes, with potential insights for human disease onset and progression. In this review, we summarize recent milestones in characterizing the human genetic basis of DNA methylation variation over the last decade, including heritability findings and genome-wide identification of meQTLs. We also discuss challenges in this field and future areas of research geared to generate insights into molecular processes underlying human complex traits.",
No,20210510,methods,33926513,Estimands in epigenome-wide association studies.,Clin Epigenetics,"In DNA methylation analyses like epigenome-wide association studies, effects in differentially methylated CpG sites are assessed. Two kinds of outcomes can be used for statistical analysis: Beta-values and M-values. M-values follow a normal distribution and help to detect differentially methylated CpG sites. As biological effect measures, differences of M-values are more or less meaningless. Beta-values are of more interest since they can be interpreted directly as differences in percentage of DNA methylation at a given CpG site, but they have poor statistical properties. Different frameworks are proposed for reporting estimands in DNA methylation analysis, relying on Beta-values, M-values, or both.We present and discuss four possible approaches of achieving estimands in DNA methylation analysis. In addition, we present the usage of M-values or Beta-values in the context of bioinformatical pipelines, which often demand a predefined outcome. We show the dependencies between the differences in M-values to differences in Beta-values in two data simulations: a analysis with and without confounder effect. Without present confounder effects, M-values can be used for the statistical analysis and Beta-values statistics for the reporting. If confounder effects exist, we demonstrate the deviations and correct the effects by the intercept method. Finally, we demonstrate the theoretical problem on two large human genome-wide DNA methylation datasets to verify the results.The usage of M-values in the analysis of DNA methylation data will produce effect estimates, which cannot be biologically interpreted. The parallel usage of Beta-value statistics ignores possible confounder effects and can therefore not be recommended. Hence, if the differences in Beta-values are the focus of the study, the intercept method is recommendable. Hyper- or hypomethylated CpG sites must then be carefully evaluated. If an exploratory analysis of possible CpG sites is the aim of the study, M-values can be used for inference.",x
No,20210510,review,33895575,Air pollution and DNA methylation in adults: A systematic review and meta-analysis of observational studies.,Environ Pollut,"This systematic review and meta-analysis aimed to investigate the association between air pollution and DNA methylation in adults from published observational studies. PubMed, Web of Science and Embase databases were systematically searched for available studies on the association between air pollution and DNA methylation published up to March 9, 2021. Three DNA methylation approaches were considered: global methylation, candidate-gene, and epigenome-wide association studies (EWAS). Meta-analysis was used to summarize the combined estimates for the association between air pollutants and global DNA methylation levels. Heterogeneity was assessed with the Cochran Q test and quantified with the I2statistic. In total, 38 articles were included in this study: 16 using global methylation, 18 using candidate genes, and 11 using EWAS, with 7 studies using more than one approach. Meta-analysis revealed an imprecise but inverse association between exposure to PM2.5and global DNA methylation (for each 10-μg/m3PM2.5, combined estimate: 0.39; 95% confidence interval: 0.97 - 0.19). The candidate-gene results were consistent for the ERCC3 and SOX2 genes, suggesting hypermethylation in ERCC3 associated with benzene and that in SOX2 associated with PM2.5exposure. EWAS identified 201 CpG sites and 148 differentially methylated regions that showed differential methylation associated with air pollution. Among the 307 genes investigated in 11 EWAS, a locus in nucleoredoxin gene was found to be positively associated with PM2.5in two studies. Current meta-analysis indicates that PM2.5is imprecisely and inversely associated with DNA methylation. The candidate-gene results consistently suggest hypermethylation in ERCC3 associated with benzene exposure and that in SOX2 associated with PM2.5exposure. The Kyoto Encyclopedia of Genes and Genomes (KEGG) network analyses revealed that these genes were associated with African trypanosomiasis, Malaria, Antifolate resistance, Graft-versus-host disease, and so on. More evidence is needed to clarify the association between air pollution and DNA methylation.Copyright © 2021 Elsevier Ltd. All rights reserved.",x
Yes,20210510,variance,33937763,Human methylome variation across Infinium 450K data on the Gene Expression Omnibus.,NAR Genom Bioinform,"While DNA methylation (DNAm) is the most-studied epigenetic mark, few recent studies probe the breadth of publicly available DNAm array samples. We collectively analyzed 35 360 Illumina Infinium HumanMethylation450K DNAm array samples published on the Gene Expression Omnibus. We learned a controlled vocabulary of sample labels by applying regular expressions to metadata and used existing models to predict various sample properties including epigenetic age. We found approximately two-thirds of samples were from blood, one-quarter were from brain and one-third were from cancer patients. About 19% of samples failed at least one of Illumina's 17 prescribed quality assessments; signal distributions across samples suggest modifying manufacturer-recommended thresholds for failure would make these assessments more informative. We further analyzed DNAm variances in seven tissues (adipose, nasal, blood, brain, buccal, sperm and liver) and characterized specific probes distinguishing them. Finally, we compiled DNAm array data and metadata, including our learned and predicted sample labels, into database files accessible via the recountmethylation R/Bioconductor companion package. Its vignettes walk the user through some analyses contained in this paper.© The Author(s) 2021. Published by Oxford University Press on behalf of NAR Genomics and Bioinformatics.",
No,20210607,aging,33813140,Clinical biomarkers and associations with healthspan and lifespan: Evidence from observational and genetic data,EBioMedicine,"Background: Biomarker-disease relationships are extensively investigated. However, associations between common clinical biomarkers and healthspan, the disease-free lifespan, are largely unknown. We aimed to explore the predictive values of ten biomarkers on healthspan and lifespan, and to identify putative causal mechanisms.

Methods: Using data from 12,098 Swedish individuals aged 47-94 years, we examined both serum concentrations and genetically predicted levels of ten glycemic, lipid-, inflammatory, and hematological biomarkers. During a follow-up period of up to 16 years, 3681 incident cases of any chronic disease (i.e., end of healthspan) and 2674 deaths (i.e., end of lifespan) were documented. Cox regression models were applied to estimate the associations of a one standard deviation increase in biomarkers with healthspan and lifespan.

Findings: Seven out of ten serum biomarkers were significantly associated with risks of any chronic disease and death; elevated glycemic biomarkers and high-density lipoprotein-related biomarkers showed the strongest detrimental (hazard ratio [HR] 1�29 [95% CI 1�24-1�34]) and protective effects (HR 0�92 [95% CI 0�89-0�96]), respectively. Genetic predisposition to elevated fasting blood glucose (FBG) was associated with increased risks of any chronic disease (HR 1�05 [95% CI 1�02-1�09]); genetically determined higher C-reactive protein correlated with lower death risks (HR 0�91 [95% CI 0�87-0�95]). Notably, the genetically proxied FBG-healthspan association was largely explained by serum FBG concentration.

Interpretation: Circulating concentrations of glycemic, lipid-, and inflammatory biomarkers are predictive of healthspan and lifespan. Glucose control is a putative causal mechanism and a potential intervention target for healthspan maintenance.",
No,20210607,aging,33982659,Sex differences in biological aging with a focus on human studies.,Elife,"Aging is a complex biological process characterized by hallmark features accumulating over the life course, shaping the individual's aging trajectory and subsequent disease risks. There is substantial individual variability in the aging process between men and women. In general, women live longer than men, consistent with lower biological ages as assessed by molecular biomarkers, but there is a paradox. Women are frailer and have worse health at the end of life, while men still perform better in physical function examinations. Moreover, many age-related diseases show sex-specific patterns. In this review, we aim to summarize the current knowledge on sexual dimorphism in human studies, with support from animal research, on biological aging and illnesses. We also attempt to place it in the context of the theories of aging, as well as discuss the explanations for the sex differences, for example, the sex-chromosome linked mechanisms and hormonally driven differences.© 2021, Hägg and Jylhävä.",
No,20210607,dnam age,34001218,Blood and skeletal muscle ageing determined by epigenetic clocks and their associations with physical activity and functioning.,Clin Epigenetics,"The aim of this study was to investigate the correspondence of different biological ageing estimates (i.e. epigenetic age) in blood and muscle tissue and their associations with physical activity (PA), physical function and body composition. Two independent cohorts (N = 139 and N = 47) were included, whose age span covered adulthood (23-69 years). Whole blood and m. vastus lateralis samples were collected, and DNA methylation was analysed. Four different DNA methylation age (DNAmAge) estimates were calculated using genome-wide methylation data and publicly available online tools. A novel muscle-specific methylation age was estimated using the R-package 'MEAT'. PA was measured with questionnaires and accelerometers. Several tests were conducted to estimate cardiorespiratory fitness and muscle strength. Body composition was estimated by dual-energy X-ray absorptiometry. DNAmAge estimates from blood and muscle were highly correlated with chronological age, but different age acceleration estimates were weakly associated with each other. The monozygotic twin within-pair similarity of ageing pace was higher in blood (r = 0.617-0.824) than in muscle (r = 0.523-0.585). Associations of age acceleration estimates with PA, physical function and body composition were weak in both tissues and mostly explained by smoking and sex. The muscle-specific epigenetic clock MEAT was developed to predict chronological age, which may explain why it did not associate with functional phenotypes. The Horvath's clock and GrimAge were weakly associated with PA and related phenotypes, suggesting that higher PA would be linked to accelerated biological ageing in muscle. This may, however, be more reflective of the low capacity of epigenetic clock algorithms to measure functional muscle ageing than of actual age acceleration. Based on our results, the investigated epigenetic clocks have rather low value in estimating muscle ageing with respect to the physiological adaptations that typically occur due to ageing or PA. Thus, further development of methods is needed to gain insight into muscle tissue-specific ageing and the underlying biological pathways.",
No,20210607,epigenetics,34050148,Impact of DNA methylation on 3D genome structure.,Nat Commun,"Determining the effect of DNA methylation on chromatin structure and function in higher organisms is challenging due to the extreme complexity of epigenetic regulation. We studied a simpler model system, budding yeast, that lacks DNA methylation machinery making it a perfect model system to study the intrinsic role of DNA methylation in chromatin structure and function. We expressed the murine DNA methyltransferases in Saccharomyces cerevisiae and analyzed the correlation between DNA methylation, nucleosome positioning, gene expression and 3D genome organization. Despite lacking the machinery for positioning and reading methylation marks, induced DNA methylation follows a conserved pattern with low methylation levels at the 5' end of the gene increasing gradually toward the 3' end, with concentration of methylated DNA in linkers and nucleosome free regions, and with actively expressed genes showing low and high levels of methylation at transcription start and terminating sites respectively, mimicking the patterns seen in mammals. We also see that DNA methylation increases chromatin condensation in peri-centromeric regions, decreases overall DNA flexibility, and favors the heterochromatin state. Taken together, these results demonstrate that methylation intrinsically modulates chromatin structure and function even in the absence of cellular machinery evolved to recognize and process the methylation signal.",
Yes,20210607,ewas,34034806,Blood DNA methylation and COVID-19 outcomes.,Clin Epigenetics,"There are no prior reports that compare differentially methylated regions of DNA in blood samples from COVID-19 patients to samples collected before the SARS-CoV-2 pandemic using a shared epigenotyping platform. We performed a genome-wide analysis of circulating blood DNA CpG methylation using the Infinium Human MethylationEPIC BeadChip on 124 blood samples from hospitalized COVID-19-positive and COVID-19-negative patients and compared these data with previously reported data from 39 healthy individuals collected before the pandemic. Prospective outcome measures such as COVID-19-GRAM risk-score and mortality were combined with methylation data.Global mean methylation levels did not differ between COVID-19 patients and healthy pre-pandemic controls. About 75% of acute illness-associated differentially methylated regions were located near gene promoter regions and were hypo-methylated in comparison with healthy pre-pandemic controls. Gene ontology analyses revealed terms associated with the immune response to viral infections and leukocyte activation; and disease ontology analyses revealed a predominance of autoimmune disorders. Among COVID-19-positive patients, worse outcomes were associated with a prevailing hyper-methylated status. Recursive feature elimination identified 77 differentially methylated positions predictive of COVID-19 severity measured by the GRAM-risk score.Our data contribute to the awareness that DNA methylation may influence the expression of genes that regulate COVID-19 progression and represent a targetable process in that setting.",
Yes,20210607,ewas,34008478,Epigenome-wide scan identifies differentially methylated regions for lung cancer using pre-diagnostic peripheral blood.,Epigenetics,"DNA methylation markers have been associated with lung cancer risk and may identify aetiologically relevant genomic regions, or alternatively, be markers of disease risk factors or biological processes associated with disease development.In a nested case-control study, we measured blood leukocyte DNA methylation levels in pre-diagnostic samples collected from 430 participants (208 cases; 222 controls) in the 1989 CLUE II cohort. We compared DNA methylation levels with case/control status to identify novel genomic regions, both single CpG sites and differentially methylated regions (DMRs), while controlling for known DNA methylation changes associated with smoking using a previously described pack-years-based smoking methylation score. Stratification analyses were conducted over time from blood draw to diagnosis, histology, and smoking status.We identified 16 single CpG sites and 40 DMRs significantly associated with lung cancer risk (q < 0.05). The identified genomic regions were associated with genes including H19, HOXA3/HOXA4, RUNX3, BRICD5, PLXNB2, and RP13. For the single CpG sites, the strongest association was noted for cg09736286 in the DIABLO gene (OR [for 1 SD] = 2.99, 95% CI: 1.95-4.59, P-value = 4.81 × 10-7). We found that CpG sites in the HOXA3/HOXA4 region were hypermethylated in cases compared to controls.The single CpG sites and DMRs that we identified represented significant measurable differences in lung cancer risk, providing potential biomarkers for lung cancer risk stratification. Future studies will need to examine whether these regions are causally related to lung cancer.",
Yes,20210607,ewas,33993705,Genome-wide associations between alcohol consumption and blood DNA methylation: evidence from twin study.,Epigenomics,"Aim:Alcohol intake alters DNA methylation profiles and methylation might mediate the association between alcohol and disease, but limited number of positive CpG sites repeatedly replicated.Materials & methods:In total, 57 monozygotic (MZ) twin pairs discordant for alcohol drinking from the Chinese National Twin Registry and 158 MZ and dizygotic twin pairs in the Swedish Adoption/Twin Study of Aging were evaluated. DNA methylation was detected using the Infinium HumanMethylation450 BeadChip.Results:Among candidate CpG sites, cg07326074 was significantly correlated with drinking after adjusting for covariates in MZ twins in both datasets but not in the entire sample or dizygotic twins.Conclusion:The hypermethylation of cg07326074, located in the tumor-promoting geneC16orf59, was associated with alcohol consumption.",
Yes,20210607,ewas,33990564,Epigenome-wide association meta-analysis of DNA methylation with coffee and tea consumption.,Nat Commun,"Coffee and tea are extensively consumed beverages worldwide which have received considerable attention regarding health. Intake of these beverages is consistently linked to, among others, reduced risk of diabetes and liver diseases; however, the mechanisms of action remain elusive. Epigenetics is suggested as a mechanism mediating the effects of dietary and lifestyle factors on disease onset. Here we report the results from epigenome-wide association studies (EWAS) on coffee and tea consumption in 15,789 participants of European and African-American ancestries from 15 cohorts. EWAS meta-analysis of coffee consumption reveals 11 CpGs surpassing the epigenome-wide significance threshold (P-value <1.1×10-7), which annotated to the AHRR, F2RL3, FLJ43663, HDAC4, GFI1 and PHGDH genes. Among them, cg14476101 is significantly associated with expression of the PHGDH and risk of fatty liver disease. Knockdown of PHGDH expression in liver cells shows a correlation with expression levels of genes associated with circulating lipids, suggesting a role of PHGDH in hepatic-lipid metabolism. EWAS meta-analysis on tea consumption reveals no significant association, only two CpGs annotated to CACNA1A and PRDM16 genes show suggestive association (P-value <5.0×10-6). These findings indicate that coffee-associated changes in DNA methylation levels may explain the mechanism of action of coffee consumption in conferring risk of diseases.",
Yes,20210607,ewas,33980183,Genome-wide analysis of DNA methylation and risk of cardiovascular disease in a Chinese population.,BMC Cardiovasc Disord,"Systemic studies of association of genome-wide DNA methylated sites with cardiovascular disease (CVD) in prospective cohorts are lacking. Our aim was to identify DNA methylation sites associated with the risk of CVD and further investigate their potential predictive value in CVD development for high-risk subjects.We performed an epigenome-wide association study (EWAS) to identify CpGs related to CVD development in a Chinese population.We adopted a nested case-control design based on data from China PEACE Million Persons Project. A total of 83 cases who developed CVD events during follow-up and 83 controls who were matched with cases by age, sex, BMI, ethnicity, medications treatment and behavior risk factors were included in the discovery stage. Genome-wide DNA methylation from whole blood was detected using Infinium Human Methylation EPIC Beadchip (850 K). For significant CpGs [FDR(false discovery rate) < 0.005], we further validated in an independent cohort including 38 cases and 38 controls.In discovery set, we identified 8 significant CpGs (FDR < 0.005) associated with the risk of CVD after adjustment for cell components, demographic and cardiac risk factors and the first 5 principal components. Two of these identified CpGs (cg06901278 and cg09306458 in UACA) were replicated in another independent set (p < 0.05). Enrichment analysis in 787 individual genes from 1036 CpGs in discovery set revealed a significant enrichment for anatomical structure homeostasis as well as regulation of vesicle-mediated transport. Receiver operating characteristic (ROC) analysis showed that the model combined 8 CVD-related CpGs with baseline characteristics showed much better predictive effect for CVD occurrence compared with the model with baseline characteristics only [AUC (area under the curve) = 0.967, 95% CI (0.942 - 0.991); AUC = 0.621, 95% CI (0.536 - 0.706); p = 9.716E-15].Our study identified the novel CpGs associated with CVD development and revealed their additional predictive power in the risk of CVD for high-risk subjects.",
Yes,20210607,ewas,33964519,Differential DNA Methylation is associated with Hippocampal Abnormalities in Pediatric Posttraumatic Stress Disorder.,Biol Psychiatry Cogn Neurosci Neuroimaging,"Recent findings in neuroimaging and epigenetics offer important insights into brain structures and biological pathways of altered gene expression associated with posttraumatic stress disorder (PTSD). However, it is unknown to what extent epigenetic mechanisms are associated with PTSD and its neurobiology in youth.In this study we combined a methylome-wide association study and structural neuroimaging measures in a Dutch cohort of youth with PTSD (ages 8-18 years). We aimed to replicate findings in a similar independent American cohort.We found significant methylome-wide associations for pediatric PTSD (FDR p <0.05) compared to non-PTSD control groups (traumatized and non-traumatized youth). Methylation differences on 9 genes were replicated, including genes related to glucocorticoid functioning. In both cohorts, methylation on OLFM3 gene was further associated with anterior hippocampal volume.These findings point to molecular pathways involved in inflammation, stress response, and neuroplasticity as potential contributors to neural abnormalities and provide potentially unique biomarkers and treatment targets for pediatric PTSD.Copyright © 2021. Published by Elsevier Inc.",
Yes,20210607,ewas,34044884,A cross-cohort analysis of autosomal DNA methylation sex differences in the term placenta.,Biol Sex Differ,"Human placental DNA methylation (DNAme) data is a valuable resource for studying sex differences during gestation, as DNAme profiles after delivery reflect the cumulative effects of gene expression patterns and exposures across gestation. Here, we present an analysis of sex differences in autosomal DNAme in the uncomplicated term placenta (n = 343) using the Illumina 450K array.At a false discovery rate < 0.05 and a mean sex difference in DNAme beta value of > 0.10, we identified 162 autosomal CpG sites that were differentially methylated by sex and replicated in an independent cohort of samples (n = 293). Several of these differentially methylated CpG sites were part of larger correlated regions of sex differential DNAme. Although global DNAme levels did not differ by sex, the majority of significantly differentially methylated CpGs were more highly methylated in male placentae, the opposite of what is seen in differential methylation analyses of somatic tissues. Patterns of autosomal DNAme at these 162 CpGs were significantly associated with maternal age (in males) and newborn birthweight standard deviation (in females).Our results provide a comprehensive analysis of sex differences in autosomal DNAme in the term human placenta. We report a list of high-confidence autosomal sex-associated differentially methylated CpGs and identify several key features of these loci that suggest their relevance to sex differences observed in normative and complicated pregnancies.",
Yes,20210607,ewas,33867313,Epigenome-wide association study of COVID-19 severity with respiratory failure.,EBioMedicine,"Background: Patients infected with the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), responsible for the coronavirus disease 2019 (COVID-19), exhibit a wide spectrum of disease behaviour. Since DNA methylation has been implicated in the regulation of viral infections and the immune system, we performed an epigenome-wide association study (EWAS) to identify candidate loci regulated by this epigenetic mark that could be involved in the onset of COVID-19 in patients without comorbidities.

Methods: Peripheral blood samples were obtained from 407 confirmed COVID-19 patients ? 61 years of age and without comorbidities, 194 (47.7%) of whom had mild symptomatology that did not involve hospitalization and 213 (52.3%) had a severe clinical course that required respiratory support. The set of cases was divided into discovery (n = 207) and validation (n = 200) cohorts, balanced for age and sex of individuals. We analysed the DNA methylation status of 850,000 CpG sites in these patients.

Findings: The DNA methylation status of 44 CpG sites was associated with the clinical severity of COVID-19. Of these loci, 23 (52.3%) were located in 20 annotated coding genes. These genes, such as the inflammasome component Absent in Melanoma 2 (AIM2) and the Major Histocompatibility Complex, class I C (HLA-C) candidates, were mainly involved in the response of interferon to viral infection. We used the EWAS-identified sites to establish a DNA methylation signature (EPICOVID) that is associated with the severity of the disease.

Interpretation: We identified DNA methylation sites as epigenetic susceptibility loci for respiratory failure in COVID-19 patients. These candidate biomarkers, combined with other clinical, cellular and genetic factors, could be useful in the clinical stratification and management of patients infected with the SARS-CoV-2.",
No,20210607,methods,33957961,Tejaas: reverse regression increases power for detecting trans-eQTLs.,Genome Biol,"Trans-acting expression quantitative trait loci (trans-eQTLs) account for ≥70% expression heritability and could therefore facilitate uncovering mechanisms underlying the origination of complex diseases. Identifying trans-eQTLs is challenging because of small effect sizes, tissue specificity, and a severe multiple-testing burden. Tejaas predicts trans-eQTLs by performing L2-regularized ""reverse"" multiple regression of each SNP on all genes, aggregating evidence from many small trans-effects while being unaffected by the strong expression correlations. Combined with a novel unsupervised k-nearest neighbor method to remove confounders, Tejaas predicts 18851 unique trans-eQTLs across 49 tissues from GTEx. They are enriched in open chromatin, enhancers, and other regulatory regions. Many overlap with disease-associated SNPs, pointing to tissue-specific transcriptional regulation mechanisms.",
No,20210607,methods,34020542,Interpretation of deep learning in genomics and epigenomics.,Brief Bioinform,"Machine learning methods have been widely applied to big data analysis in genomics and epigenomics research. Although accuracy and efficiency are common goals in many modeling tasks, model interpretability is especially important to these studies towards understanding the underlying molecular and cellular mechanisms. Deep neural networks (DNNs) have recently gained popularity in various types of genomic and epigenomic studies due to their capabilities in utilizing large-scale high-throughput bioinformatics data and achieving high accuracy in predictions and classifications. However, DNNs are often challenged by their potential to explain the predictions due to their black-box nature. In this review, we present current development in the model interpretation of DNNs, focusing on their applications in genomics and epigenomics. We first describe state-of-the-art DNN interpretation methods in representative machine learning fields. We then summarize the DNN interpretation methods in recent studies on genomics and epigenomics, focusing on current data- and computing-intensive topics such as sequence motif identification, genetic variations, gene expression, chromatin interactions and non-coding RNAs. We also present the biological discoveries that resulted from these interpretation methods. We finally discuss the advantages and limitations of current interpretation approaches in the context of genomic and epigenomic studies. Contact:xiaoman@mail.ucf.edu, haihu@cs.ucf.edu.© The Author(s) 2020. Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oup.com.",
No,20210607,methods,33975646,On the optimistic performance evaluation of newly introduced bioinformatic methods.,Genome Biol,"Most research articles presenting new data analysis methods claim that ""the new method performs better than existing methods,"" but the veracity of such statements is questionable. Our manuscript discusses and illustrates consequences of the optimistic bias occurring during the evaluation of novel data analysis methods, that is, all biases resulting from, for example, selection of datasets or competing methods, better ability to fix bugs in a preferred method, and selective reporting of method variants. We quantitatively investigate this bias using an example from epigenetic analysis: normalization methods for data generated by the Illumina HumanMethylation450K BeadChip microarray.",
Yes,20210607,omics,33958779,Uncovering genetic mechanisms of hypertension through multi-omic analysis of the kidney.,Nat Genet,"The kidney is an organ of key relevance to blood pressure (BP) regulation, hypertension and antihypertensive treatment. However, genetically mediated renal mechanisms underlying susceptibility to hypertension remain poorly understood. We integrated genotype, gene expression, alternative splicing and DNA methylation profiles of up to 430 human kidneys to characterize the effects of BP index variants from genome-wide association studies (GWASs) on renal transcriptome and epigenome. We uncovered kidney targets for 479 (58.3%) BP-GWAS variants and paired 49 BP-GWAS kidney genes with 210 licensed drugs. Our colocalization and Mendelian randomization analyses identified 179 unique kidney genes with evidence of putatively causal effects on BP. Through Mendelian randomization, we also uncovered effects of BP on renal outcomes commonly affecting patients with hypertension. Collectively, our studies identified genetic variants, kidney genes, molecular mechanisms and biological pathways of key relevance to the genetic regulation of BP and inherited susceptibility to hypertension.",
No,20210607,pwas,34045743,Human plasma proteomic profiles indicative of cardiorespiratory fitness.,Nat Metab,"Maximal oxygen uptake (VO2max) is a direct measure of human cardiorespiratory fitness and is associated with health. However, the molecular determinants of interindividual differences in baseline (intrinsic) VO2max, and of increases of VO2max in response to exercise training (ΔVO2max), are largely unknown. Here, we measure ~5,000 plasma proteins using an affinity-based platform in over 650 sedentary adults before and after a 20-week endurance-exercise intervention and identify 147 proteins and 102 proteins whose plasma levels are associated with baseline VO2max and ΔVO2max, respectively. Addition of a protein biomarker score derived from these proteins to a score based on clinical traits improves the prediction of an individual's ΔVO2max. We validate findings in a separate exercise cohort, further link 21 proteins to incident all-cause mortality in a community-based cohort and reproduce the specificity of ~75% of our key findings using antibody-based assays. Taken together, our data shed light on biological pathways relevant to cardiorespiratory fitness and highlight the potential additive value of protein biomarkers in identifying exercise responsiveness in humans.",
No,20210607,pwas,34016094,Metabolic syndrome and the plasma proteome: from association to causation.,Cardiovasc Diabetol,"The metabolic syndrome (MetS), defined by the simultaneous clustering of cardio-metabolic risk factors, is a significant worldwide public health burden with an estimated 25% prevalence worldwide. The pathogenesis of MetS is not entirely clear and the use of molecular level data could help uncover common pathogenic pathways behind the observed clustering.Using a highly multiplexed aptamer-based affinity proteomics platform, we examined associations between plasma proteins and prevalent and incident MetS in the KORA cohort (n = 998) and replicated our results for prevalent MetS in the HUNT3 study (n = 923). We applied logistic regression models adjusted for age, sex, smoking status, and physical activity. We used the bootstrap ranking algorithm of least absolute shrinkage and selection operator (LASSO) to select a predictive model from the incident MetS associated proteins and used area under the curve (AUC) to assess its performance. Finally, we investigated the causal effect of the replicated proteins on MetS using two-sample Mendelian randomization.Prevalent MetS was associated with 116 proteins, of which 53 replicated in HUNT. These included previously reported proteins like leptin, and new proteins like NTR domain-containing protein 2 and endoplasmic reticulum protein 29. Incident MetS was associated with 14 proteins in KORA, of which 13 overlap the prevalent MetS associated proteins with soluble advanced glycosylation end product-specific receptor (sRAGE) being unique to incident MetS. The LASSO selected an eight-protein predictive model with an (AUC = 0.75; 95% CI = 0.71-0.79) in KORA. Mendelian randomization suggested causal effects of three proteins on MetS, namely apolipoprotein E2 (APOE2) (Wald-Ratio = - 0.12, Wald-p = 3.63e-13), apolipoprotein B (APOB) (Wald-Ratio = - 0.09, Wald-p = 2.54e-04) and proto-oncogene tyrosine-protein kinase receptor (RET) (Wald-Ratio = 0.10, Wald-p = 5.40e-04).Our findings offer new insights into the plasma proteome underlying MetS and identify new protein associations. We reveal possible casual effects of APOE2, APOB and RET on MetS. Our results highlight protein candidates that could potentially serve as targets for prevention and therapy.",
