,pmid,title,source,abstract,probs
,38148333,SMYD3: a new regulator of adipocyte precursor proliferation at the early steps of differentiation.,Int J Obes (Lond),"In obesity, adipose tissue undergoes a remodeling process characterized by increased adipocyte size (hypertrophia) and number (hyperplasia). The ability to tip the balance toward the hyperplastic growth, with recruitment of new fat cells through adipogenesis, seems to be critical for a healthy adipose tissue expansion, as opposed to a hypertrophic growth that is accompanied by the development of inflammation and metabolic dysfunction. However, the molecular mechanisms underlying the fine-tuned regulation of adipose tissue expansion are far from being understood.We analyzed by mass spectrometry-based proteomics visceral white adipose tissue (vWAT) samples collected from C57BL6 mice fed with a HFD for 8 weeks. A subset of these mice, called low inflammation (Low-INFL), showed reduced adipose tissue inflammation, as opposed to those developing the expected inflammatory response (Hi-INFL). We identified the discriminants between Low-INFL and Hi-INFL vWAT samples and explored their function in Adipose-Derived human Mesenchymal Stem Cells (AD-hMSCs) differentiated to adipocytes.vWAT proteomics allowed us to quantify 6051 proteins. Among the candidates that most differentiate Low-INFL from Hi-INFL vWAT, we found proteins involved in adipocyte function, including adiponectin and hormone sensitive lipase, suggesting that adipocyte differentiation is enhanced in Low-INFL, as compared to Hi-INFL. The chromatin modifier SET and MYND Domain Containing 3 (SMYD3), whose function in adipose tissue was so far unknown, was another top-scored hit. SMYD3 expression was significantly higher in Low-INFL vWAT, as confirmed by western blot analysis. Using AD-hMSCs in culture, we found that SMYD3 mRNA and protein levels decrease rapidly during the adipocyte differentiation. Moreover, SMYD3 knock-down before adipocyte differentiation resulted in reduced H3K4me3 and decreased cell proliferation, thus limiting the number of cells available for adipogenesis.Our study describes an important role of SMYD3 as a newly discovered regulator of adipocyte precursor proliferation during the early steps of adipogenesis.© 2023. The Author(s).",4.08E-55
,38022584,Comprehensive analyses for the coagulation and macrophage-related genes to reveal their joint roles in the prognosis and immunotherapy of lung adenocarcinoma patients.,Front Immunol,"This study aims to explore novel biomarkers related to the coagulation process and tumor-associated macrophage (TAM) infiltration in lung adenocarcinoma (LUAD).The macrophage M2-related genes were obtained by Weighted Gene Co-expression Network Analysis (WGCNA) in bulk RNA-seq data, while the TAM marker genes were identified by analyzing the scRNA-seq data, and the coagulation-associated genes were obtained from MSigDB and KEGG databases. Survival analysis was performed for the intersectional genes. A risk score model was subsequently constructed based on the survival-related genes for prognosis prediction and validated in external datasets.In total, 33 coagulation and macrophage-related (COMAR) genes were obtained, 19 of which were selected for the risk score model construction. Finally, 10 survival-associated genes (APOE, ARRB2, C1QB, F13A1, FCGR2A, FYN, ITGB2, MMP9, OLR1, and VSIG4) were involved in the COMAR risk score model. According to the risk score, patients were equally divided into low- and high-risk groups, and the prognosis of patients in the high-risk group was significantly worse than that in the low-risk group. The ROC curve indicated that the risk score model had high sensitivity and specificity, which was validated in multiple external datasets. Moreover, the model also had high efficacy in predicting the clinical outcomes of LUAD patients who received anti-PD-1/PD-L1 immunotherapy.The COMAR risk score model constructed in this study has excellent predictive value for the prognosis and immunotherapeutic clinical outcomes of patients with LUAD, which provides potential biomarkers for the treatment and prognostic prediction.Copyright © 2023 Li, Yin, Luan, Zhang, Wang, Zhang, Chen, Yang and Tian.",3.19E-55
,37965341,Application of single-cell sequencing to the research of tumor microenvironment.,Front Immunol,"Single-cell sequencing is a technique for detecting and analyzing genomes, transcriptomes, and epigenomes at the single-cell level, which can detect cellular heterogeneity lost in conventional sequencing hybrid samples, and it has revolutionized our understanding of the genetic heterogeneity and complexity of tumor progression. Moreover, the tumor microenvironment (TME) plays a crucial role in the formation, development and response to treatment of tumors. The application of single-cell sequencing has ushered in a new age for the TME analysis, revealing not only the blueprint of the pan-cancer immune microenvironment, but also the heterogeneity and differentiation routes of immune cells, as well as predicting tumor prognosis. Thus, the combination of single-cell sequencing and the TME analysis provides a unique opportunity to unravel the molecular mechanisms underlying tumor development and progression. In this review, we summarize the recent advances in single-cell sequencing and the TME analysis, highlighting their potential applications in cancer research and clinical translation.Copyright © 2023 Chen, Zhou, Li, Du and Chen.",2.75E-55
,38022516,"Association of genes in hereditary metabolic diseases with diagnosis, prognosis, and treatment outcomes in gastric cancer.",Front Immunol,"Aberrant metabolism is a major hallmark of cancers and hereditary diseases. Genes associated with inborn metabolic errors may also play roles in cancer development. This study evaluated the overall impact of these genes on gastric cancer (GC).In total, 162 genes involved in 203 hereditary metabolic diseases were identified in the Human Phenotype Ontology database. Clinical and multi-omic data were acquired from the GC cohort of the Affiliated Hospital of Jiangsu University and other published cohorts. A 4-gene and 32-gene signature was established for diagnosis and prognosis or therapeutic prediction, respectively, and corresponding abnormal metabolism scores (AMscores) were calculated.The diagnostic AMscore showed high sensitivity (0.88-1.00) and specificity (0.89-1.00) to distinguish between GC and paired normal tissues, with area under the receiver operating characteristic curve (AUC) ranging from 0.911 to 1.000 in four GC cohorts. The prognostic or predictive AMscore was an independent predictor of overall survival (OS) in five GC cohorts and a predictor of the OS and disease-free survival benefit of postoperative chemotherapy or chemoradiotherapy in one GC cohort with such data. The AMscore adversely impacts immune biomarkers, including tumor mutation burden, tumor neoantigen burden, microsatellite instability, programmed death-ligand 1 protein expression, tumor microenvironment score, T cell receptor clonality, and immune cell infiltration detected by multiplex immunofluorescence staining. The AUC of the AMscore for predicting immunotherapy response ranging from 0.780 to 0.964 in four cohorts involving GC, urothelial cancer, melanoma, and lung cancer. The objective response rates in the low and high AMscore subgroups were 78.6% and 3.2%, 40.4% and 7%, 52.6% and 0%, and 72.7% and 0%, respectively (all p<0.001). In cohorts with survival data, a high AMscore was hazardous for OS or progression-free survival, with hazard ratios ranged from 5.79 to 108.59 (all p<0.001). Importantly, the AMscore significantly improved the prediction of current immune biomarkers for both response and survival, thus redefining the advantaged and disadvantaged immunotherapy populations.Signatures based on genes associated with hereditary metabolic diseases and their corresponding scores could be used to guide the diagnosis and treatment of GC. Therefore, further validation is required.Copyright © 2023 Li, Li, Yang, Qiao, Tao, Peng, Han, Dong, Xu, Wang and Han.",2.46E-55
,37958332,Lipocalin-2: A Nurturer of Tumor Progression and a Novel Candidate for Targeted Cancer Therapy.,Cancers (Basel),"Within the tumor microenvironment (TME) exists a complex signaling network between cancer cells and stromal cells, which determines the fate of tumor progression. Hence, interfering with this signaling network forms the basis for cancer therapy. Yet, many types of cancer, in particular, solid tumors, are refractory to the currently used treatments, so there is an urgent need for novel molecular targets that could improve current anti-cancer therapeutic strategies. Lipocalin-2 (Lcn-2), a secreted siderophore-binding glycoprotein that regulates iron homeostasis, is highly upregulated in various cancer types. Due to its pleiotropic role in the crosstalk between cancer cells and stromal cells, favoring tumor progression, it could be considered as a novel biomarker for prognostic and therapeutic purposes. However, the exact signaling route by which Lcn-2 promotes tumorigenesis remains unknown, and Lcn-2-targeting moieties are largely uninvestigated. This review will (i) provide an overview on the role of Lcn-2 in orchestrating the TME at the level of iron homeostasis, macrophage polarization, extracellular matrix remodeling, and cell migration and survival, and (ii) discuss the potential of Lcn-2 as a promising novel drug target that should be pursued in future translational research.",2.24E-55
,38129938,"Towards system genetics analysis of head and neck squamous cell carcinoma using the mouse model, cellular platform, and clinical human data.",Animal Model Exp Med,"Head and neck squamous cell cancer (HNSCC) is a leading global malignancy. Every year, More than 830?000 people are diagnosed with HNSCC globally, with more than 430?000 fatalities. HNSCC is a deadly diverse malignancy with many tumor locations and biological characteristics. It originates from the squamous epithelium of the oral cavity, oropharynx, nasopharynx, larynx, and hypopharynx. The most frequently impacted regions are the tongue and larynx. Previous investigations have demonstrated the critical role of host genetic susceptibility in the progression of HNSCC. Despite the advances in our knowledge, the improved survival rate of HNSCC patients over the last 40?years has been limited. Failure to identify the molecular origins of development of HNSCC and the genetic basis of the disease and its biological heterogeneity impedes the development of new therapeutic methods. These results indicate a need to identify more genetic factors underlying this complex disease, which can be better used in early detection and prevention strategies. The lack of reliable animal models to investigate the underlying molecular processes is one of the most significant barriers to understanding HNSCC tumors. In this report, we explore and discuss potential research prospects utilizing the Collaborative Cross mouse model and crossing it to mice carrying single or double knockout genes (e.g. Smad4 and P53 genes) to identify genetic factors affecting the development of this complex disease using genome-wide association studies, epigenetics, microRNA, long noncoding RNA, lncRNA, histone modifications, methylation, phosphorylation, and proteomics.© 2023 Tel Aviv University, Tel Aviv, Israel. Animal Models and Experimental Medicine published by John Wiley & Sons Australia, Ltd on behalf of The Chinese Association for Laboratory Animal Sciences.",1.06E-55
,37938765,Functional involvement of septal miR-132 in extinction and oxytocin-mediated reversal of social fear.,Mol Psychiatry,"Social interactions are critical for mammalian survival and evolution. Dysregulation of social behavior often leads to psychopathologies such as social anxiety disorder, denoted by intense fear and avoidance of social situations. Using the social fear conditioning (SFC) paradigm, we analyzed expression levels of miR-132-3p and miR-124-3p within the septum, a brain region essential for social preference and avoidance behavior, after acquisition and extinction of social fear. Here, we found that SFC dynamically altered both microRNAs. Functional in vivo approaches using pharmacological strategies, inhibition of miR-132-3p, viral overexpression of miR-132-3p, and shRNA-mediated knockdown of miR-132-3p specifically within oxytocin receptor-positive neurons confirmed septal miR-132-3p to be critically involved not only in social fear extinction, but also in oxytocin-induced reversal of social fear. Moreover, Argonaute-RNA-co-immunoprecipitation-microarray analysis and further in vitro and in vivo quantification of target mRNA and protein, revealed growth differentiation factor-5 (Gdf-5) as a target of miR-132-3p. Septal application of GDF-5 impaired social fear extinction suggesting its functional involvement in the reversal of social fear. In summary, we show that septal miR-132-3p and its downstream target Gdf-5 regulate social fear expression and potentially mediate oxytocin-induced reversal of social fear.© 2023. The Author(s).",1.03E-55
,37941075,Insights gained from single-cell analysis of chimeric antigen receptor T-cell immunotherapy in cancer.,Mil Med Res,"Advances in chimeric antigen receptor (CAR)-T cell therapy have significantly improved clinical outcomes of patients with relapsed or refractory hematologic malignancies. However, progress is still hindered as clinical benefit is only available for a fraction of patients. A lack of understanding of CAR-T cell behaviors in vivo at the single-cell level impedes their more extensive application in clinical practice. Mounting evidence suggests that single-cell sequencing techniques can help perfect the receptor design, guide gene-based T cell modification, and optimize the CAR-T manufacturing conditions, and all of them are essential for long-term immunosurveillance and more favorable clinical outcomes. The information generated by employing these methods also potentially informs our understanding of the numerous complex factors that dictate therapeutic efficacy and toxicities. In this review, we discuss the reasons why CAR-T immunotherapy fails in clinical practice and what this field has learned since the milestone of single-cell sequencing technologies. We further outline recent advances in the application of single-cell analyses in CAR-T immunotherapy. Specifically, we provide an overview of single-cell studies focusing on target antigens, CAR-transgene integration, and preclinical research and clinical applications, and then discuss how it will affect the future of CAR-T cell therapy.© 2023. The Author(s).",1E-55
,38014168,Suppressing DNMT3a Alleviates the Intrinsic Epigenetic Barrier for Optic Nerve Regeneration and Restores Vision in Adult Mice.,bioRxiv,"The limited regenerative potential of the optic nerve in adult mammals presents a major challenge for restoring vision after optic nerve trauma or disease. The mechanisms of this regenerative failure are not fully understood1,2. Here, through small-molecule and genetic screening for epigenetic modulators3, we identify DNA methyltransferase 3a (DNMT3a) as a potent inhibitor of axon regeneration in mouse and human retinal explants. Selective suppression of DNMT3a in retinal ganglion cells (RGCs) by gene targeting or delivery of shRNA leads to robust, full-length regeneration of RGC axons through the optic nerve and restoration of vision in adult mice after nerve crush injury. Genome-wide bisulfite and transcriptome profiling in combination with single nucleus RNA-sequencing of RGCs revealed selective DNA demethylation and reactivation of genetic programs supporting neuronal survival and axonal growth/regeneration by DNMT3a deficiency. This was accompanied by the suppression of gene networks associated with apoptosis and inflammation. Our results identify DNMT3a as the central orchestrator of an RGC-intrinsic mechanism that limits optic nerve regeneration. Suppressing DNMT3a expression in RGCs unlocks the epigenetic switch for optic nerve regeneration and presents a promising therapeutic avenue for effectively reversing vision loss resulted from optic nerve trauma or diseases.",9.63E-56
,38105998,Tumor-selective effects of active RAS inhibition in pancreatic ductal adenocarcinoma.,bioRxiv,"Broad-spectrum RAS inhibition holds the potential to benefit roughly a quarter of human cancer patients whose tumors are driven by RAS mutations. However, the impact of inhibiting RAS functions in normal tissues is not known. RMC-7977 is a highly selective inhibitor of the active (GTP-bound) forms of KRAS, HRAS, and NRAS, with affinity for both mutant and wild type (WT) variants. As >90% of human pancreatic ductal adenocarcinoma (PDAC) cases are driven by activating mutations inKRAS, we assessed the therapeutic potential of RMC-7977 in a comprehensive range of PDAC models, including human and murine cell lines, human patient-derived organoids, human PDAC explants, subcutaneous and orthotopic cell-line or patient derived xenografts, syngeneic allografts, and genetically engineered mouse models. We observed broad and pronounced anti-tumor activity across these models following direct RAS inhibition at doses and concentrations that were well-toleratedin vivo. Pharmacological analyses revealed divergent responses to RMC-7977 in tumor versus normal tissues. Treated tumors exhibited waves of apoptosis along with sustained proliferative arrest whereas normal tissues underwent only transient decreases in proliferation, with no evidence of apoptosis. Together, these data establish a strong preclinical rationale for the use of broad-spectrum RAS inhibition in the setting of PDAC.",3.23E-56
,37966116,Recent advances in lung organoid development and applications in disease modeling.,J Clin Invest,"Over the last decade, several organoid models have evolved to acquire increasing cellular, structural, and functional complexity. Advanced lung organoid platforms derived from various sources, including adult, fetal, and induced pluripotent stem cells, have now been generated, which more closely mimic the cellular architecture found within the airways and alveoli. In this regard, the establishment of novel protocols with optimized stem cell isolation and culture conditions has given rise to an array of models able to study key cellular and molecular players involved in lung injury and repair. In addition, introduction of other nonepithelial cellular components, such as immune, mesenchymal, and endothelial cells, and employment of novel precision gene editing tools have further broadened the range of applications for these systems by providing a microenvironment and/or phenotype closer to the desired in vivo scenario. Thus, these developments in organoid technology have enhanced our ability to model various aspects of lung biology, including pathogenesis of diseases such as chronic obstructive pulmonary disease, pulmonary fibrosis, cystic fibrosis, and infectious disease and host-microbe interactions, in ways that are often difficult to undertake using only in vivo models. In this Review, we summarize the latest developments in lung organoid technology and their applicability for disease modeling and outline their strengths, drawbacks, and potential avenues for future development.",2.4E-56
,37969387,A polyamine metabolism risk signature for predicting the prognosis and immune therapeutic response of kidney cancer.,Transl Cancer Res,"Polyamine metabolism is critically involved in the proliferation and metastasis of tumor cells, including in kidney renal clear cell (KIRC) cancer. However, the molecular mechanisms underlying the effect of polyamines in KIRC cancer remain largely unknown.The messenger RNA (mRNA) expression profile of KIRC was downloaded from The Cancer Genome Atlas (TCGA), Gene Expression Omnibus (GEO), and ArrayExpress database. Differential expression analysis was performed with the ""limma"" package in R. Univariate Cox regression and multivariable Cox regression were used to estimate correlation between variables and prognosis. Least absolute shrinkage and selection operator (LASSO) Cox regression analysis was employed to screen variables and construct a risk signature. A nomogram model was established using the risk signature and clinical variables. Receiver operating characteristic (ROC), calibration curve, and decision curve analysis (DCA) were used to assess the predicted accuracy and clinical benefit of the model.We identified nine differentially expressed polyamine metabolism-related genes (PMRGs) in TCGA-KIRC. Of these, six were closely associated with patients' outcomes. These six genes participated in different pathways and originated from different cell types within the tumor microenvironment (TME). Using the mRNA expression values of these genes, we constructed a 4-gene PMRG risk signature. Patients with high PMRG risk exhibited worse outcomes, and our analysis showed that the PMRG risk signature was an independent prognostic factor when clinical information was used as a covariate. We also found that multiple immune- or metabolism-related pathways were differentially enriched in high or low PMRG risk groups, suggesting that altering these pathways could lead to different clinical outcomes. Finally, in two external datasets, we found that the PMRG risk signature could predict the response of patients to immune therapy.In summary, our study identified several potentially important PMRGs in KIRC and constructed a practical risk signature, which could serve as a foundation for further development of polyamine metabolism-based targeted therapies for KIRC.2023 Translational Cancer Research. All rights reserved.",2.3E-56
,38092908,Evolution of neuronal cell classes and types in the vertebrate retina.,Nature,"The basic plan of the retina is conserved across vertebrates, yet species differ profoundly in their visual needs1. Retinal cell types may have evolved to accommodate these varied needs, but this has not been systematically studied. Here we generated and integrated single-cell transcriptomic atlases of the retina from 17 species: humans, two non-human primates, four rodents, three ungulates, opossum, ferret, tree shrew, a bird, a reptile, a teleost fish and a lamprey. We found high molecular conservation of the six retinal cell classes (photoreceptors, horizontal cells, bipolar cells, amacrine cells, retinal ganglion cells (RGCs) and Müller glia), with transcriptomic variation across species related to evolutionary distance. Major subclasses were also conserved, whereas variation among cell types within classes or subclasses was more pronounced. However, an integrative analysis revealed that numerous cell types are shared across species, based on conserved gene expression programmes that are likely to trace back to an early ancestral vertebrate. The degree of variation among cell types increased from the outer retina (photoreceptors) to the inner retina (RGCs), suggesting that evolution acts preferentially to shape the retinal output. Finally, we identified rodent orthologues of midget RGCs, which comprise more than 80% of RGCs in the human retina, subserve high-acuity vision, and were previously believed to be restricted to primates2. By contrast, the mouse orthologues have large receptive fields and comprise around 2% of mouse RGCs. Projections of both primate and mouse orthologous types are overrepresented in the thalamus, which supplies the primary visual cortex. We suggest that midget RGCs are not primate innovations, but are descendants of evolutionarily ancient types that decreased in size and increased in number as primates evolved, thereby facilitating high visual acuity and increased cortical processing of visual information.© 2023. The Author(s).",1.71E-56
,37964768,Phenotypic maps for precision medicine: a promising systems biology tool for assessing therapy response and resistance at a personalized level.,Front Netw Physiol,"In this perspective we discuss how tumor heterogeneity and therapy resistance necessitate a focus on more personalized approaches, prompting a shift toward precision medicine. At the heart of the shift towards personalized medicine, omics-driven systems biology becomes a driving force as it leverages high-throughput technologies and novel bioinformatics tools. These enable the creation of systems-based maps, providing a comprehensive view of individual tumor's functional plasticity. We highlight the innovative PHENOSTAMP program, which leverages high-dimensional data to construct a visually intuitive and user-friendly map. This map was created to encapsulate complex transitional states in cancer cells, such as Epithelial-Mesenchymal Transition (EMT) and Mesenchymal-Epithelial Transition (MET), offering a visually intuitive way to understand disease progression and therapeutic responses at single-cell resolution in relation to EMT-related single-cell phenotypes. Most importantly, PHENOSTAMP functions as a reference map, which allows researchers and clinicians to assess one clinical specimen at a time in relation to their phenotypic heterogeneity, setting the foundation on constructing phenotypic maps for personalized medicine. This perspective argues that such dynamic predictive maps could also catalyze the development of personalized cancer treatment. They hold the potential to transform our understanding of cancer biology, providing a foundation for a future where therapy is tailored to each patient's unique molecular and cellular tumor profile. As our knowledge of cancer expands, these maps can be continually refined, ensuring they remain a valuable tool in precision oncology.Copyright © 2023 Bhattacharyya, Ehsan and Karacosta.",1.66E-56
,38057297,Gut liver brain axis in diseases: the implications for therapeutic interventions.,Signal Transduct Target Ther,"Gut-liver-brain axis is a three-way highway of information interaction system among the gastrointestinal tract, liver, and nervous systems. In the past few decades, breakthrough progress has been made in the gut liver brain axis, mainly through understanding its formation mechanism and increasing treatment strategies. In this review, we discuss various complex networks including barrier permeability, gut hormones, gut microbial metabolites, vagus nerve, neurotransmitters, immunity, brain toxic metabolites, ?-amyloid (A?) metabolism, and epigenetic regulation in the gut-liver-brain axis. Some therapies containing antibiotics, probiotics, prebiotics, synbiotics, fecal microbiota transplantation (FMT), polyphenols, low FODMAP diet and nanotechnology application regulate the gut liver brain axis. Besides, some special treatments targeting gut-liver axis include farnesoid X receptor (FXR) agonists, takeda G protein-coupled receptor 5 (TGR5) agonists, glucagon-like peptide-1 (GLP-1) receptor antagonists and fibroblast growth factor 19 (FGF19) analogs. Targeting gut-brain axis embraces cognitive behavioral therapy (CBT), antidepressants and tryptophan metabolism-related therapies. Targeting liver-brain axis contains epigenetic regulation and A? metabolism-related therapies. In the future, a better understanding of gut-liver-brain axis interactions will promote the development of novel preventative strategies and the discovery of precise therapeutic targets in multiple diseases.© 2023. The Author(s).",8.34E-57
,37926763,Deficiency of histone variant macroH2A1.1 is associated with sexually dimorphic obesity in mice.,Sci Rep,"Obesity has a major socio-economic health impact. There are profound sex differences in adipose tissue deposition and obesity-related conditions. The underlying mechanisms driving sexual dimorphism in obesity and its associated metabolic disorders remain unclear. Histone variant macroH2A1.1 is a candidate epigenetic mechanism linking environmental and dietary factors to obesity. Here, we used a mouse model genetically depleted of macroH2A1.1 to investigate its potential epigenetic role in sex dimorphic obesity, metabolic disturbances and gut dysbiosis. Whole body macroH2A1 knockout (KO) mice, generated with the Cre/loxP technology, and their control littermates were fed a high fat diet containing 60% of energy derived from fat. The diet was administered for three months starting from 10 to 12 weeks of age. We evaluated the progression in body weight, the food intake, and the tolerance to glucose by means of a glucose tolerance test. Gut microbiota composition, visceral adipose and liver tissue morphology were assessed. In addition, adipogenic gene expression patterns were evaluated in the visceral adipose tissue. Female KO mice for macroH2A1.1 had a more pronounced weight gain induced by high fat diet compared to their littermates, while the increase in body weight in male mice was similar in the two genotypes. Food intake was generally increased upon KO and decreased by high fat diet in both sexes, with the exception of KO females fed a high fat diet that displayed the same food intake of their littermates. In glucose tolerance tests, glucose levels were significantly elevated upon high fat diet in female KO compared to a standard diet, while this effect was absent in male KO. There were no differences in hepatic histology. Upon a high fat diet, in female adipocyte cross-sectional area was larger in KO compared to littermates: activation of proadipogenic genes (ACACB, AGT, ANGPT2, FASN, RETN, SLC2A4) and downregulation of antiadipogenic genes (AXIN1, E2F1, EGR2, JUN, SIRT1, SIRT2, UCP1, CCND1, CDKN1A, CDKN1B, EGR2) was detected. Gut microbiota profiling showed increase in Firmicutes and a decrease in Bacteroidetes in females, but not males, macroH2A1.1 KO mice. MacroH2A1.1 KO mice display sexual dimorphism in high fat diet-induced obesity and in gut dysbiosis, and may represent a useful model to investigate epigenetic and metabolic differences associated to the development of obesity-associated pathological conditions in males and females.© 2023. The Author(s).",8.01E-57
,37993808,H2A.X promotes endosperm-specific DNA methylation in Arabidopsis thaliana.,BMC Plant Biol,"H2A.X is an H2A variant histone in eukaryotes, unique for its ability to respond to DNA damage, initiating the DNA repair pathway. H2A.X replacement within the histone octamer is mediated by the FAcilitates Chromatin Transactions (FACT) complex, a key chromatin remodeler. FACT is required for DEMETER (DME)-mediated DNA demethylation at certain loci in Arabidopsis thaliana female gametophytes during reproduction. Here, we sought to investigate whether H2A.X is involved in DME- and FACT-mediated DNA demethylation during reproduction.H2A.X is encoded by two genes in Arabidopsis genome, HTA3 and HTA5. We generated h2a.x double mutants, which displayed a normal growth profile, whereby flowering time, seed development, and root tip organization, S-phase progression and proliferation were all normal. However, h2a.x mutants were more sensitive to genotoxic stress, consistent with previous reports. H2A.X fused to Green Fluorescent Protein (GFP) under the H2A.X promoter was highly expressed especially in newly developing Arabidopsis tissues, including in male and female gametophytes, where DME is also expressed. We examined DNA methylation in h2a.x developing seeds and seedlings using whole genome bisulfite sequencing, and found that CG DNA methylation is decreased genome-wide in h2a.x mutant endosperm. Hypomethylation was most striking in transposon bodies, and occurred on both parental alleles in the developing endosperm, but not the embryo or seedling. h2a.x-mediated hypomethylated sites overlapped DME targets, but also included other loci, predominately located in heterochromatic transposons and intergenic DNA.Our genome-wide methylation analyses suggest that H2A.X could function in preventing access of the DME demethylase to non-canonical sites. Overall, our data suggest that H2A.X is required to maintain DNA methylation homeostasis in the unique chromatin environment of the Arabidopsis endosperm.© 2023. The Author(s).",6.98E-57
,38043973,Genetics of migraine: Delineation of contemporary understanding of the genetic underpinning of migraine.,Handb Clin Neurol,"Migraine is a disabling episodic brain disorder with an increased familial relative risk, an increased concordance in monozygotic twins, and an estimated heritability of approximately 50%. Various genetic approaches have been applied to identify genetic factors conferring migraine risk. Initially, candidate gene associations studies (CGAS) have been performed that test DNA variants in genes prioritized based on presumed a priori knowledge of migraine pathophysiology. More recently, genome-wide association studies (GWAS) are applied that test genetic variants, single-nucleotide polymorphisms (SNPs), in a hypothesis-free manner. To date, GWAS have identified ~40 genetic loci associated with migraine. New GWAS data, which are expected to come out soon, will reveal over 100 loci. Also, large-scale GWAS, which have appeared for many traits over the last decade, have enabled studying the overlap in genetic architecture between migraine and its comorbid disorders. Importantly, other genetic factors that cannot be identified by a GWAS approach also confer risk for migraine. First steps have been taken to determine the contribution of these mechanisms by investigating mitochondrial DNA and epigenetic mechanisms. In addition to typical epigenetic mechanisms, that is, DNA methylation and histone modifications, also RNA-based mechanisms regulating gene silencing and activation have recently gotten attention. Regardless, until now, most relevant genetic discoveries related to migraine still come from investigating monogenetic syndromes with migraine as a prominent part of the phenotype. Experimental studies on these syndromes have expanded our knowledge on the mechanisms underlying migraine pathophysiology. It can be envisaged that when all (epi)genetic and phenotypic data on the common and rare forms of migraine will be integrated, this will help to unravel the biological mechanisms for migraine, which will likely guide decision-making in clinical practice in the future.Copyright © 2023 Elsevier B.V. All rights reserved, including those for text and data mining, AI training, and similar technologies.",3.12E-57
,38132125,Mapping Chromatin Occupancy of Ppp1r1b-lncRNA Genome-Wide Using Chromatin Isolation by RNA Purification (ChIRP)-seq.,Cells,"Long non-coding RNA (lncRNA) mediated transcriptional regulation is increasingly recognized as an important gene regulatory mechanism during development and disease. LncRNAs are emerging as critical regulators of chromatin state; yet the nature and the extent of their interactions with chromatin remain to be fully revealed. We have previously identifiedPpp1r1b-lncRNAas an essential epigenetic regulator of myogenic differentiation in cardiac and skeletal myocytes in mice and humans. We further demonstrated thatPpp1r1b-lncRNAfunction is mediated by the interaction with the chromatin-modifying complex polycomb repressive complex 2 (PRC2) at the promoter of myogenic differentiation transcription factors,TBX5andMyoD1. Herein, we employed unbiased chromatin isolation by RNA purification (ChIRP) and high throughput sequencing to map the repertoire ofPpp1r1b-lncRNAchromatin occupancy genome-wide in the mouse muscle myoblast cell line. We uncovered a total of 99732 true peaks corresponding toPpp1r1b-lncRNAbinding sites at high confidence (p-value < 1E-5) and enrichment score ? 10). ThePpp1r1b-lncRNA-binding sites averaged 558 bp in length and were distributed widely within the coding and non-coding regions of the genome. Approximately 46% of these true peaks were mapped to gene elements, of which 1180 were mapped to experimentally validated promoter sequences. Importantly, the promoter-mapped binding sites were enriched in myogenic transcription factors and heart development while exhibiting focal interactions with known motifs of proximal promoters and transcription initiation by RNA Pol-II, including TATA-box, transcription initiator motif, CCAAT-box, and GC-box, supportingPpp1r1b-lncRNArole in transcription initiation of myogenic regulators. Remarkably, nearly 40% ofPpp1r1b-lncRNA-binding sites mapped to gene introns were enriched with the Homeobox family of transcription factors and exhibited TA-rich motif sequences, suggesting potential motif-specificPpp1r1b-lncRNA-bound introns. Lastly, more than 136521 enhancer sequences were detected inPpp1r1b-lncRNA-occupancy sites at high confidence. Among these enhancers, 3390 (12%) exhibited cell type/tissue-specific enrichment in fetal heart and muscles. Together, our findings provide further insights into the genome-widePpp1r1b-lncRNA:Chromatin interactome that may dictate its function in myogenic differentiation and potentially other cellular and biological processes.",3.08E-57
,37948464,Attention-based deep clustering method for scRNA-seq cell type identification.,PLoS Comput Biol,"Single-cell sequencing (scRNA-seq) technology provides higher resolution of cellular differences than bulk RNA sequencing and reveals the heterogeneity in biological research. The analysis of scRNA-seq datasets is premised on the subpopulation assignment. When an appropriate reference is not available, such as specific marker genes and single-cell reference atlas, unsupervised clustering approaches become the predominant option. However, the inherent sparsity and high-dimensionality of scRNA-seq datasets pose specific analytical challenges to traditional clustering methods. Therefore, a various deep learning-based methods have been proposed to address these challenges. As each method improves partially, a comprehensive method needs to be proposed. In this article, we propose a novel scRNA-seq data clustering method named AttentionAE-sc (Attention fusion AutoEncoder for single-cell). Two different scRNA-seq clustering strategies are combined through an attention mechanism, that include zero-inflated negative binomial (ZINB)-based methods dealing with the impact of dropout events and graph autoencoder (GAE)-based methods relying on information from neighbors to guide the dimension reduction. Based on an iterative fusion between denoising and topological embeddings, AttentionAE-sc can easily acquire clustering-friendly cell representations that similar cells are closer in the hidden embedding. Compared with several state-of-art baseline methods, AttentionAE-sc demonstrated excellent clustering performance on 16 real scRNA-seq datasets without the need to specify the number of groups. Additionally, AttentionAE-sc learned improved cell representations and exhibited enhanced stability and robustness. Furthermore, AttentionAE-sc achieved remarkable identification in a breast cancer single-cell atlas dataset and provided valuable insights into the heterogeneity among different cell subtypes.Copyright: © 2023 Li et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",3.05E-57
